-- Testing: 383 tests, 48 workers --
PASS: ThreadSanitizer-x86_64-linux :: static_init6.cpp (314 of 383)
PASS: ThreadSanitizer-x86_64-linux :: static_init7.cpp (315 of 383)
PASS: ThreadSanitizer-x86_64-linux :: simple_race.cpp (316 of 383)
PASS: ThreadSanitizer-x86_64-linux :: simple_stack2.cpp (317 of 383)
PASS: ThreadSanitizer-x86_64-linux :: stack_race.cpp (318 of 383)
PASS: ThreadSanitizer-x86_64-linux :: stack_race2.cpp (319 of 383)
PASS: ThreadSanitizer-x86_64-linux :: stc_preserve_uaf.c (320 of 383)
PASS: ThreadSanitizer-x86_64-linux :: static_init3.cpp (321 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_cond.cpp (322 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_sync2.cpp (323 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_detach.c (324 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_in_read.c (325 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_detach2.c (326 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_leak.c (327 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_leak2.c (328 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_write.cpp (329 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_pause.cpp (330 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_exit.c (331 of 383)
PASS: ThreadSanitizer-x86_64-linux :: suppress_same_stacks.cpp (332 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_reset.cpp (333 of 383)
PASS: ThreadSanitizer-x86_64-linux :: suppress_same_address.cpp (334 of 383)
PASS: ThreadSanitizer-x86_64-linux :: suppressions_global.cpp (335 of 383)
PASS: ThreadSanitizer-x86_64-linux :: suppressions_mutex.cpp (336 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_sync.cpp (337 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_leak4.c (338 of 383)
PASS: ThreadSanitizer-x86_64-linux :: suppressions_race.cpp (339 of 383)
PASS: ThreadSanitizer-x86_64-linux :: race_with_finished_thread.cpp (340 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_malloc.cpp (341 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_end_with_ignore.cpp (342 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_block2.cpp (343 of 383)
PASS: ThreadSanitizer-x86_64-linux :: suppressions_race2.cpp (344 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_end_with_ignore2.cpp (345 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_thread2.cpp (346 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_end_with_ignore3.cpp (347 of 383)
PASS: ThreadSanitizer-x86_64-linux :: mmap_stress2.cpp (348 of 383)
XFAIL: ThreadSanitizer-x86_64-linux :: must_deadlock.cpp (349 of 383)
PASS: ThreadSanitizer-x86_64-linux :: unaligned_norace.cpp (350 of 383)
PASS: ThreadSanitizer-x86_64-linux :: real_deadlock_detector_stress_test.cpp (351 of 383)
PASS: ThreadSanitizer-x86_64-linux :: tiny_race.c (352 of 383)
PASS: ThreadSanitizer-x86_64-linux :: vfork.cpp (353 of 383)
PASS: ThreadSanitizer-x86_64-linux :: fd_close_norace3.cpp (354 of 383)
PASS: ThreadSanitizer-x86_64-linux :: vptr_benign_race.cpp (355 of 383)
PASS: ThreadSanitizer-x86_64-linux :: sleep_sync2.cpp (356 of 383)
PASS: ThreadSanitizer-x86_64-linux :: virtual_inheritance_compile_bug.cpp (357 of 383)
PASS: ThreadSanitizer-x86_64-linux :: tls_race2.cpp (358 of 383)
PASS: ThreadSanitizer-x86_64-linux :: strerror_r.cpp (359 of 383)
PASS: ThreadSanitizer-x86_64-linux :: sleep_sync.cpp (360 of 383)
PASS: ThreadSanitizer-x86_64-linux :: tls_race.cpp (361 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_name.cpp (362 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_name2.cpp (363 of 383)
PASS: ThreadSanitizer-x86_64-linux :: vector_race.cpp (364 of 383)
PASS: ThreadSanitizer-x86_64-linux :: vptr_harmful_race4.cpp (365 of 383)
PASS: ThreadSanitizer-x86_64-linux :: vptr_harmful_race3.cpp (366 of 383)
PASS: ThreadSanitizer-x86_64-linux :: vptr_harmful_race2.cpp (367 of 383)
PASS: ThreadSanitizer-x86_64-linux :: vptr_harmful_race.cpp (368 of 383)
PASS: ThreadSanitizer-x86_64-linux :: write_in_reader_lock.cpp (369 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_leak3.c (370 of 383)
PASS: ThreadSanitizer-x86_64-linux :: simple_stack.c (371 of 383)
PASS: ThreadSanitizer-x86_64-linux :: tsan-vs-gvn.cpp (372 of 383)
PASS: ThreadSanitizer-x86_64-linux :: signal_thread.cpp (373 of 383)
PASS: ThreadSanitizer-x86_64-linux :: thread_leak5.c (374 of 383)
PASS: ThreadSanitizer-x86_64-linux :: unaligned_race.cpp (375 of 383)
PASS: ThreadSanitizer-x86_64-linux :: setuid2.c (376 of 383)
PASS: ThreadSanitizer-x86_64-linux :: bench_threads.cpp (377 of 383)
PASS: ThreadSanitizer-x86_64-linux :: mmap_stress.cpp (378 of 383)
PASS: ThreadSanitizer-x86_64-linux :: Linux/check_memcpy.c (379 of 383)
PASS: ThreadSanitizer-x86_64-linux :: force_background_thread.cpp (380 of 383)
PASS: ThreadSanitizer-x86_64-linux :: deadlock_detector_stress_test.cpp (381 of 383)
PASS: ThreadSanitizer-x86_64-linux :: stress.cpp (382 of 383)
PASS: ThreadSanitizer-x86_64-linux :: restore_stack.cpp (383 of 383)
********************
Unsupported Tests (91):
  ThreadSanitizer-x86_64-linux :: Darwin/deadlock.mm
  ThreadSanitizer-x86_64-linux :: Darwin/debug_external.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/dlopen.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/dyld-insert-libraries.c
  ThreadSanitizer-x86_64-linux :: Darwin/dyld-library-path.c
  ThreadSanitizer-x86_64-linux :: Darwin/external-dups.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/external-ignore-noninstrumented.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/external-lib.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/external-noninstrumented-module.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/external-swift-debugging.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/external-swift.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/external.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/gcd-sync-block-copy.mm
  ThreadSanitizer-x86_64-linux :: Darwin/ignore-noninstrumented.mm
  ThreadSanitizer-x86_64-linux :: Darwin/libcxx-call-once.mm
  ThreadSanitizer-x86_64-linux :: Darwin/libcxx-future.mm
  ThreadSanitizer-x86_64-linux :: Darwin/libcxx-shared-ptr-recursive.mm
  ThreadSanitizer-x86_64-linux :: Darwin/libcxx-shared-ptr-stress.mm
  ThreadSanitizer-x86_64-linux :: Darwin/libcxx-shared-ptr.mm
  ThreadSanitizer-x86_64-linux :: Darwin/mach_vm_allocate.c
  ThreadSanitizer-x86_64-linux :: Darwin/main_tid.mm
  ThreadSanitizer-x86_64-linux :: Darwin/malloc-stack-logging.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/malloc_size.mm
  ThreadSanitizer-x86_64-linux :: Darwin/no_call_setenv_in_symbolize.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/norace-objcxx-run-time.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-double-property.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-race.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-simple.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-synchronize-cycle-tagged.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-synchronize-cycle.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-synchronize-nested-recursive.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-synchronize-tagged.mm
  ThreadSanitizer-x86_64-linux :: Darwin/objc-synchronize.mm
  ThreadSanitizer-x86_64-linux :: Darwin/os_unfair_lock.c
  ThreadSanitizer-x86_64-linux :: Darwin/osatomics-add.mm
  ThreadSanitizer-x86_64-linux :: Darwin/osatomics-bitops.mm
  ThreadSanitizer-x86_64-linux :: Darwin/osatomics-list.mm
  ThreadSanitizer-x86_64-linux :: Darwin/osspinlock-norace.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/realloc-zero.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/signals-blocked.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/symbolizer-atos.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/symbolizer-dladdr.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/variadic-open.cpp
  ThreadSanitizer-x86_64-linux :: Darwin/workerthreads.mm
  ThreadSanitizer-x86_64-linux :: Darwin/xpc-cancel.mm
  ThreadSanitizer-x86_64-linux :: Darwin/xpc-race.mm
  ThreadSanitizer-x86_64-linux :: Darwin/xpc.mm
  ThreadSanitizer-x86_64-linux :: Linux/clockwait_double_lock.c
  ThreadSanitizer-x86_64-linux :: debug_alloc_stack.cpp
  ThreadSanitizer-x86_64-linux :: libcxx/std_shared_ptr.cpp
  ThreadSanitizer-x86_64-linux :: libdispatch/after.c
  ThreadSanitizer-x86_64-linux :: libdispatch/apply-race.c
  ThreadSanitizer-x86_64-linux :: libdispatch/apply.c
  ThreadSanitizer-x86_64-linux :: libdispatch/async-norace.c
  ThreadSanitizer-x86_64-linux :: libdispatch/async-race.c
  ThreadSanitizer-x86_64-linux :: libdispatch/async_and_wait.c
  ThreadSanitizer-x86_64-linux :: libdispatch/barrier-race.c
  ThreadSanitizer-x86_64-linux :: libdispatch/barrier.c
  ThreadSanitizer-x86_64-linux :: libdispatch/blocks.c
  ThreadSanitizer-x86_64-linux :: libdispatch/data.c
  ThreadSanitizer-x86_64-linux :: libdispatch/dispatch_main.c
  ThreadSanitizer-x86_64-linux :: libdispatch/dispatch_once_deadlock.c
  ThreadSanitizer-x86_64-linux :: libdispatch/fd.c
  ThreadSanitizer-x86_64-linux :: libdispatch/groups-destructor.cpp
  ThreadSanitizer-x86_64-linux :: libdispatch/groups-leave.c
  ThreadSanitizer-x86_64-linux :: libdispatch/groups-norace.c
  ThreadSanitizer-x86_64-linux :: libdispatch/groups-stress.c
  ThreadSanitizer-x86_64-linux :: libdispatch/io-barrier-race.c
  ThreadSanitizer-x86_64-linux :: libdispatch/io-barrier.c
  ThreadSanitizer-x86_64-linux :: libdispatch/io-cleanup.c
  ThreadSanitizer-x86_64-linux :: libdispatch/io-race.c
  ThreadSanitizer-x86_64-linux :: libdispatch/io.c
  ThreadSanitizer-x86_64-linux :: libdispatch/once.c
  ThreadSanitizer-x86_64-linux :: libdispatch/semaphore-norace.c
  ThreadSanitizer-x86_64-linux :: libdispatch/serial-queue-norace.c
  ThreadSanitizer-x86_64-linux :: libdispatch/source-cancel.c
  ThreadSanitizer-x86_64-linux :: libdispatch/source-cancel2.c
  ThreadSanitizer-x86_64-linux :: libdispatch/source-event.c
  ThreadSanitizer-x86_64-linux :: libdispatch/source-event2.c
  ThreadSanitizer-x86_64-linux :: libdispatch/source-registration.c
  ThreadSanitizer-x86_64-linux :: libdispatch/source-registration2.c
  ThreadSanitizer-x86_64-linux :: libdispatch/source-serial.c
  ThreadSanitizer-x86_64-linux :: libdispatch/suspend.c
  ThreadSanitizer-x86_64-linux :: libdispatch/sync-block-copy.cpp
  ThreadSanitizer-x86_64-linux :: libdispatch/sync-norace.c
  ThreadSanitizer-x86_64-linux :: libdispatch/sync-race.c
  ThreadSanitizer-x86_64-linux :: libdispatch/target-queue-norace.c
  ThreadSanitizer-x86_64-linux :: pthread_mutex_clocklock.cpp
  ThreadSanitizer-x86_64-linux :: shadow_evictions.c
  ThreadSanitizer-x86_64-linux :: signal_recursive.cpp
  ThreadSanitizer-x86_64-linux :: sunrpc.cpp


Testing Time: 60.00s

Total Discovered Tests: 383
  Unsupported      :  91 (23.76%)
  Passed           : 291 (75.98%)
  Expectedly Failed:   1 (0.26%)
